time,node,valid,tracked,px,py,pz,qx,qy,qz,qw,trigger,axisX,axisY
3369.366,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3369.366,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3369.584,Head,True,True,0.2574378,0.03427565,-0.4205541,-0.1709357,-0.211394,-0.02771546,0.9619384,0,0,0
3369.584,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3369.584,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3369.791,Head,True,True,0.2558914,0.03422141,-0.4221071,-0.1742077,-0.211868,-0.02674579,0.9612743,0,0,0
3369.791,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3369.791,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3369.997,Head,True,True,0.2549129,0.03754437,-0.4267345,-0.182595,-0.2147661,-0.02796433,0.9590374,0,0,0
3369.997,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
